Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
haryana maitri bhawan,"banquet halls, 3 star hotels with banquets",5.0,1,80000.0,15,180,200,ncr,4
friction the drinkery,"party restaurants / lounge bars, small function / party halls",5.0,0,850.0,21,50,100,ncr,1
sri lambhodhara mini hall,banquet halls,5.0,0,300.0,21,150,250,chennai,3
grk palace padi,"banquet halls, venues with rooms",5.0,0,800.0,2,400,800,chennai,3
grand padappai residency - marriage hall,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,22,250,250,chennai,3
madhura murali party hall,"banquet halls, small function / party halls",5.0,0,350.0,21,100,150,chennai,2
sri partha a/c mini hall,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,200,400,chennai,2
ummi palace,"banquet halls, venues with rooms",5.0,0,300.0,5,550,850,chennai,3
ananda hall,banquet halls,5.0,0,150.0,21,175,300,chennai,2
malola mini mahal,banquet halls,5.0,0,300.0,21,180,300,chennai,2
vgs party hall,banquet halls,5.0,0,250.0,21,200,300,chennai,2
en sesha mahal,banquet halls,4.5,1,225000.0,6,250,800,chennai,4
v.s.mahal,banquet halls,5.0,0,60000.0,3,100,350,chennai,4
sri krishna saras hall,banquet halls,5.0,0,350.0,21,120,200,chennai,2
sp paradise,"banquet halls, 3 star hotels with banquets",5.0,0,700.0,18,200,300,chennai,3
"poonam hotel, deccan gymkhana","banquet halls, 3 star hotels with banquets",5.0,0,400.0,25,200,550,pune,3
casuarina resort park- kurunji,"banquet halls, marriage garden / lawns",5.0,0,500.0,50,60,600,pune,3
meritas picaddle resort,"banquet halls, marriage garden / lawns",5.0,0,999.0,65,100,500,pune,3
hotel bluewater,banquet halls,5.0,0,550.0,21,300,450,pune,2
ashish garden,marriage garden / lawns,5.0,1,250.0,21,300,400,pune,2
mantra resort pune,"banquet halls, marriage garden / lawns",4.5,2,1000.0,90,100,1000,pune,2
cockatoo - the fusion bar and eatery,small function / party halls,5.0,0,650.0,21,100,150,pune,2
aromi lawn,marriage garden / lawns,5.0,1,300.0,21,400,600,pune,2
regent inn,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,25,100,150,pune,2
prince regency,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,19,50,100,pune,3
toss sports lounge,"party restaurants / lounge bars, small function / party halls",5.0,1,550.0,21,40,60,pune,2
hotel vyankatesh,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,20,125,200,pune,4
effotel by sayaji sarola,"banquet halls, marriage garden / lawns",5.0,1,900.0,54,350,2000,pune,3
tanishq banquets,"banquet halls, convention / function halls",5.0,1,45000.0,21,250,500,pune,3
hotel india awadh,"banquet halls, 4 star & above wedding hotels",5.0,1,800.0,26,80,200,lucknow,3
heritage paradise,"marriage garden / lawns, small function / party halls",5.0,0,400.0,21,100,150,lucknow,2
hans lawn,"banquet halls, marriage garden / lawns",5.0,0,550.0,21,200,500,lucknow,1
hotel rishabh & banquet,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,18,100,150,lucknow,3
vaibhav lawn,marriage garden / lawns,5.0,0,750.0,21,400,450,lucknow,2
hotel jayati oasis inn,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,20,200,250,lucknow,3
niru banquets ,banquet halls,5.0,0,700.0,21,200,300,lucknow,2
the madhuvan inn,"banquet halls, marriage garden / lawns",5.0,0,900.0,16,50,1000,lucknow,3
the revanta,"banquet halls, marriage garden / lawns",5.0,1,1350.0,50,80,800,lucknow,3
thakur utsav lawn and guest house,marriage garden / lawns,5.0,0,600.0,21,500,800,lucknow,2
the peepal's retreat,3 star hotels with banquets,5.0,0,1350.0,9,200,400,lucknow,3
atal bihari vajpayee scientific convention centre,"banquet halls, marriage garden / lawns",5.0,1,550.0,21,200,500,lucknow,2
hotel indo prime,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,36,120,200,jaipur,3
hotel marc inn,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,15,80,90,jaipur,4
hotel the jaipur inn,"3 star hotels with banquets, venues with rooms",5.0,0,400.0,20,75,120,jaipur,2
shree shyam paradise,marriage garden / lawns,5.0,0,600.0,21,400,600,jaipur,3
the pankhudi hotel,"3 star hotels with banquets, small function / party halls",5.0,0,450.0,15,100,150,jaipur,3
lords inn jaipur,"banquet halls, 3 star hotels with banquets",5.0,0,850.0,36,200,300,jaipur,3
estate paradiso jaipur,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,200000.0,22,300,700,jaipur,4
parshuram garden,marriage garden / lawns,5.0,0,400.0,21,600,1500,jaipur,2
arg resort and marriage palace,"banquet halls, marriage garden / lawns",5.0,0,125000.0,10,500,750,jaipur,4
shree balaji marriage garden,"banquet halls, marriage garden / lawns",5.0,2,500.0,21,200,1000,jaipur,2
jda community centre,marriage garden / lawns,5.0,0,400.0,21,800,1200,jaipur,3
jai niwas,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,250,700,jaipur,2
vishwakarma recreation club,"banquet halls, marriage garden / lawns",5.0,1,85000.0,21,280,1000,jaipur,3
rajlaxmi hotel,"banquet halls, 3 star hotels with banquets",5.0,0,700.0,11,180,220,jaipur,3
junagarh multicuisine family restaurant,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,120,300,jaipur,2
dhula garh,"banquet halls, marriage garden / lawns",5.0,1,1000.0,15,80,200,jaipur,2
vaanya villa,marriage garden / lawns,5.0,0,35000.0,21,100,150,jaipur,3
rahul garden,banquet halls,5.0,0,450.0,21,500,700,ncr,2
dream's banquet,banquet halls,5.0,0,600.0,21,300,450,ncr,2
warehouse cafe,small function / party halls,5.0,0,750.0,21,60,100,ncr,2
de royale banquet,banquet halls,5.0,0,850.0,21,200,300,ncr,2
hotel jairose palace,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,36,80,120,ncr,4
indian grill room,small function / party halls,5.0,0,700.0,21,80,150,ncr,2
radha krishna farm house,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,200,2000,ncr,2
treehouse queens pearl hotel gurgaon,"4 star & above wedding hotels, banquet halls",5.0,2,1200.0,42,80,150,ncr,3
lounge king,small function / party halls,5.0,0,650.0,21,70,120,ncr,2
golden tulip,"banquet halls, marriage garden / lawns",5.0,3,1950.0,46,70,300,ncr,3
royal garden,"banquet halls, marriage garden / lawns",5.0,0,200000.0,21,200,2000,ncr,3
savoy suites greater noida,3 star hotels with banquets,5.0,0,1600.0,58,100,150,ncr,3
hotel platinum star,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,26,75,100,ncr,3
ksp mahal,banquet halls,5.0,0,200.0,21,500,800,chennai,2
kasi vasandham mahal,banquet halls,5.0,0,300.0,21,200,300,chennai,2
ramanuja koodam,banquet halls,5.0,0,300.0,21,200,300,chennai,2
yogeshwer mini hall,"banquet halls, small function / party halls",5.0,0,600.0,21,100,150,chennai,2
meenachi mini hall,"banquet halls, small function / party halls",5.0,0,300.0,21,80,120,chennai,3
jsv party hall,banquet halls,5.0,0,350.0,21,300,400,chennai,2
ecr sea lounge and banquets,"banquet halls, 3 star hotels with banquets",5.0,1,450.0,15,50,150,chennai,3
kamar arcade party hall,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,14,250,400,chennai,3
vvv community hall,banquet halls,5.0,0,200.0,21,800,900,chennai,2
avadi nadar thirumana maligai,"banquet halls, kalyana mandapams",5.0,1,300.0,21,275,450,chennai,2
h hotel,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,30,120,200,chennai,3
kashan e aleem marriage hall,banquet halls,5.0,0,300.0,21,600,900,chennai,2
"harshal hall, kothrud","banquet halls, convention / function halls",5.0,2,600.0,21,400,600,pune,2
savitri garden mangal karyalaya,"banquet halls, marriage garden / lawns",5.0,0,200.0,21,400,900,pune,2
"aquaris resort, sinhagad road","marriage garden / lawns, venues with rooms",5.0,1,430.0,15,500,750,pune,3
"valvan village resort, lonavala","banquet halls, marriage garden / lawns",5.0,0,750.0,55,50,350,pune,3
the neelam executive,"banquet halls, small function / party halls",5.0,0,999.0,21,0,0,pune,1
"velvet county resort , lonavala - khandala","banquet halls, 3 star hotels with banquets",5.0,0,225000.0,32,200,300,pune,4
st laurn hotel,"4 star & above wedding hotels, banquet halls",4.6,4,750.0,63,750,750,pune,3
alpa bachat bhawan,"banquet halls, marriage garden / lawns",5.0,1,350.0,21,100,1500,pune,2
121 kitchen : bar,small function / party halls,5.0,0,500.0,21,60,100,pune,2
garden gate,banquet halls,5.0,0,350.0,21,250,400,pune,2
hotel kalasagar,"banquet halls, marriage garden / lawns",5.0,3,600.0,21,200,500,pune,2
pushkraj garden restaurant & bar,"banquet halls, marriage garden / lawns",5.0,0,350.0,21,150,300,pune,1
hotel silver seven,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,20,350,400,pune,3
3d destination,"banquet halls, convention / function halls",5.0,0,1000.0,2,700,1000,pune,3
royal pingara resort,"banquet halls, 3 star hotels with banquets",5.0,0,40000.0,12,50,120,pune,4
vardhaman lawns,"banquet halls, marriage garden / lawns",5.0,1,330000.0,21,80,2000,pune,3
celebration lawn,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,200,300,lucknow,1
gs lawns,"banquet halls, marriage garden / lawns",5.0,0,900.0,21,30,500,lucknow,2
celebrations guest house,marriage garden / lawns,5.0,0,550.0,21,600,1000,lucknow,2
niralaz four seasons banquet,"banquet halls, convention / function halls",5.0,0,400.0,21,100,750,lucknow,2
swayamvar marriage hall,"banquet halls, convention / function halls",5.0,0,450.0,21,400,600,lucknow,2
hotel pinnacle by 1589,"banquet halls, 3 star hotels with banquets",5.0,0,1000.0,21,200,500,lucknow,2
jai hind guest house,banquet halls,5.0,0,400.0,21,180,300,lucknow,2
hotel shekhar,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,11,180,300,lucknow,3
rainbow garden,"marriage garden / lawns, venues with rooms",5.0,0,550.0,11,400,600,lucknow,3
anubhav hotel,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,21,70,150,lucknow,3
the palatial hotel,"banquet halls, 3 star hotels with banquets",5.0,0,1099.0,34,50,300,lucknow,3
shri gokul lawns,marriage garden / lawns,5.0,0,800.0,21,700,1000,lucknow,2
a r lawn,marriage garden / lawns,5.0,0,800.0,21,250,400,lucknow,2
sky hilton restaurant and banquet,banquet halls,5.0,0,650.0,21,150,250,lucknow,2
dds hotel and banquet,"banquet halls, marriage garden / lawns",4.5,1,1300.0,29,200,1000,lucknow,3
ganga marriage garden,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,150,1500,jaipur,2
the heritage wedding resort,"banquet halls, marriage garden / lawns",5.0,0,1500.0,20,500,700,jaipur,4
hotel jai palace,"banquet halls, 3 star hotels with banquets",5.0,1,450.0,13,150,225,jaipur,3
prem garden,"banquet halls, marriage garden / lawns",4.5,1,50000.0,21,200,1000,jaipur,3
shri vishnu marriage garden,marriage garden / lawns,5.0,0,100000.0,21,700,1000,jaipur,3
the royal palace,"banquet halls, marriage garden / lawns",5.0,0,250000.0,2,250,400,jaipur,4
pushpanjali marriage garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,100,750,jaipur,2
kanchan kesari vaishali,"banquet halls, small function / party halls",5.0,0,300.0,21,70,120,jaipur,2
sunder paradise garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,1200,jaipur,2
sdm park,marriage garden / lawns,5.0,0,600.0,21,650,1000,jaipur,2
janaki palace,"banquet halls, marriage garden / lawns",5.0,0,1100.0,2,250,2000,jaipur,4
sky corner,"banquet halls, small function / party halls",5.0,1,350.0,21,80,300,jaipur,2
my village garden,"banquet halls, marriage garden / lawns",5.0,1,850.0,21,200,450,jaipur,2
dwelling residency,"banquet halls, 3 star hotels with banquets",5.0,4,1200.0,33,200,250,ncr,3
the iris,"banquet halls, 3 star hotels with banquets",5.0,1,1800.0,42,300,350,ncr,3
hotel le benz,"3 star hotels with banquets, party restaurants / lounge bars",5.0,0,750.0,24,50,90,ncr,3
hotel welcome banquets and room,"banquet halls, 3 star hotels with banquets",5.0,1,350.0,11,180,300,ncr,3
angel pink hotel,"banquet halls, party restaurants / lounge bars",5.0,0,800.0,20,40,60,ncr,3
vrindavan greens garden,banquet halls,4.8,4,1600.0,21,550,1200,ncr,2
pritam farms,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,325,1500,ncr,2
the food lovers,small function / party halls,5.0,0,400.0,21,60,100,ncr,2
priya vatika,"marriage garden / lawns, convention / function halls",5.0,0,50000.0,21,200,500,ncr,2
muskan banquet,banquet halls,5.0,0,35000.0,1,250,300,ncr,4
victoria palace,marriage garden / lawns,4.5,1,1000.0,21,400,800,ncr,2
hari krishna vatika,marriage garden / lawns,5.0,0,25000.0,21,300,500,ncr,3
jinga lala theme park,marriage garden / lawns,5.0,0,100000.0,21,350,500,ncr,3
sri sastha mahal,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,14,500,750,chennai,3
rmp palace,banquet halls,5.0,1,300.0,21,650,1000,chennai,2
vns hall,banquet halls,5.0,0,300.0,21,250,400,chennai,2
hotel victoria,banquet halls,5.0,4,1000.0,21,270,450,chennai,2
shri subiksham hall,banquet halls,5.0,0,300.0,21,150,250,chennai,2
v t hall,banquet halls,5.0,0,500.0,21,70,500,chennai,2
sree guha thirumana mandapam,"banquet halls, 3 star hotels with banquets",5.0,0,300.0,11,150,750,chennai,3
ceelam hall,banquet halls,4.5,1,650.0,21,250,450,chennai,2
dhanabagyam thirumana mahal,banquet halls,5.0,0,300.0,21,400,600,chennai,2
sri venkateshwara marriage hall,banquet halls,5.0,0,650.0,21,250,500,chennai,2
vg party hall,banquet halls,5.0,0,350.0,21,120,200,chennai,2
treetops inn,banquet halls,5.0,0,35000.0,1,100,150,chennai,4
assp mini hall,banquet halls,5.0,0,350.0,21,150,250,chennai,2
jayashri kalyana mandapam,"banquet halls, kalyana mandapams",5.0,1,300.0,10,600,900,chennai,3
ananda thirumana maligai,banquet halls,5.0,0,350.0,21,200,500,chennai,1
govardhan mangal karyalaya,banquet halls,5.0,1,50000.0,21,150,180,pune,3
"shivanjali mangal karyalaya, viman nagar","banquet halls, convention / function halls",5.0,0,650.0,21,200,500,pune,1
surabhi banquet hall,banquet halls,5.0,0,500.0,21,150,250,pune,2
hotel eagle executive,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,18,100,150,pune,3
citrus hotel,"marriage garden / lawns, banquet halls",5.0,1,750.0,21,750,850,pune,2
diwatel grande resort by nxstay,"3 star hotels with banquets, convention / function halls",5.0,0,2000.0,47,500,1000,pune,4
jovos,"banquet halls, small function / party halls",5.0,0,400.0,21,70,80,pune,2
raaga heritage banquets & lawns,"banquet halls, marriage garden / lawns",5.0,1,700.0,12,500,1500,pune,3
kasturba society hall,banquet halls,4.5,2,50000.0,21,350,400,pune,3
"cygnus hall, satara road",banquet halls,5.0,2,500.0,21,200,1000,pune,2
sufis garden restaurant,"banquet halls, convention / function halls",5.0,0,100.0,21,350,500,pune,2
santorini sunsets,"small function / party halls, venues with rooms",5.0,0,1000.0,4,50,100,pune,3
hotel sapphire,"banquet halls, marriage garden / lawns",5.0,0,3500.0,31,120,300,pune,3
olive garden,banquet halls,5.0,0,750.0,21,150,250,lucknow,2
the crystal lawn,marriage garden / lawns,5.0,0,400.0,21,700,1000,lucknow,2
hotel sky high,"banquet halls, 3 star hotels with banquets",5.0,0,560.0,20,120,200,lucknow,3
rose banquet and lawn,"banquet halls, marriage garden / lawns",5.0,0,700.0,21,70,300,lucknow,2
hotel simla palace,"banquet halls, small function / party halls",5.0,0,500.0,15,50,100,lucknow,3
"cygnett park, lucknow","banquet halls, 3 star hotels with banquets",5.0,1,1200.0,21,200,500,lucknow,2
yuvraj palace,"banquet halls, marriage garden / lawns",5.0,0,60000.0,21,150,300,lucknow,3
nareshon blue,"banquet halls, marriage garden / lawns",5.0,0,750.0,20,200,2000,lucknow,3
adil nagar lawn,marriage garden / lawns,5.0,0,600.0,21,600,1000,lucknow,2
veda by mg venues,"marriage garden / lawns, wedding farmhouses",5.0,0,175000.0,2,650,1000,lucknow,3
md marriage hall,"banquet halls, marriage garden / lawns",5.0,0,700.0,21,200,600,lucknow,2
dayal paradise,"banquet halls, small function / party halls",5.0,5,1550.0,21,300,650,lucknow,3
swaruchi palace,"banquet halls, small function / party halls",5.0,1,500.0,21,50,300,jaipur,2
s g paradise,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,200,600,jaipur,2
good times live,small function / party halls,5.0,0,800.0,21,50,120,jaipur,2
hotel shiva royal,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,15,120,200,jaipur,3
chouhan paradise,marriage garden / lawns,5.0,0,500.0,21,700,1000,jaipur,2
maple leaf banquet,"banquet halls, marriage garden / lawns",5.0,0,1100.0,7,200,900,jaipur,4
hotel om tower,"banquet halls, 3 star hotels with banquets",5.0,0,800.0,61,100,160,jaipur,3
anokha gaon,marriage garden / lawns,5.0,1,550.0,21,550,750,jaipur,2
hotel shyam paradise,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,30,200,300,jaipur,3
hotel grand capitol,"banquet halls, destination wedding venues",5.0,0,800.0,47,30,50,jaipur,3
hotel regal by rhytham,"banquet halls, marriage garden / lawns",4.8,2,700.0,28,150,300,jaipur,4
skylit,banquet halls,5.0,0,500.0,21,105,150,jaipur,2
shahpura house,"3 star hotels with banquets, small function / party halls",5.0,1,1500.0,62,80,120,jaipur,3
gokul vatika,marriage garden / lawns,5.0,0,550.0,21,250,400,jaipur,2
